         2
         1       700      1.00       100
         2       800      1.07       130
       101
         0    0.0000    0.0000   43.7197   24.6073
         1   79.2253   93.2400   21.9597   40.8407
         2   55.6592   19.3822   35.3851   32.0130
         3   11.2887   81.6237    3.7755    3.9203
         4   77.6844    0.0447    0.1004    3.7668
         5    3.5506   83.3733   37.1156   22.3705
         6    1.4946   14.0009   46.6335   19.8271
         7   33.8370   74.8326    5.6110   23.2259
         8   30.7622   66.1839   47.0410   22.9866
         9   59.6017   87.1997   47.7796    5.1789
        10   80.1500   98.1688    9.9073    0.7882
        11   27.6567   37.6271   46.9962    9.3100
        12   62.4982   41.2846    1.7432   13.2806
        13   13.5222   98.5839    6.8299   42.3952
        14   20.6708   87.0903    6.5835   20.7165
        15   51.7265   44.9339   33.0365   38.1445
        16   27.8895   77.1689   26.3229   27.7943
        17   43.3811   43.1836    5.9972    4.2224
        18    5.3832   39.1919   36.8281   23.5444
        19   52.3614   72.3520   39.8897   15.4011
        20   31.1814   21.2080   27.3666    8.4630
        21   26.4198   90.9157   37.3838   25.6992
        22   38.8793    1.1086   13.3905   12.9937
        23    4.5605   89.2833   11.1482   34.8570
        24   30.2035   73.2229   25.2139   23.9588
        25   97.0021   92.2506    5.9588    6.9997
        26   50.2050   38.9977   37.6245   48.0426
        27   49.0588    0.8914   17.6975    1.8404
        28   98.9094   53.7118   17.9665    3.9268
        29   25.2664   88.3355   18.0300   41.2741
        30   78.2510    6.1812   32.7354   47.1812
        31   75.0816   88.8883    6.0519   46.7147
        32   98.1196   33.4066   15.2235   44.5101
        33   66.4829   44.9445   20.6928   45.0266
        34   90.3479   97.1161    9.2540   26.4563
        35   98.8019    1.1490   10.1659    3.4014
        36    4.4676   74.1576   16.5444   10.1643
        37   31.1117   60.2581   17.2548   16.0334
        38   84.0629   37.6927   37.7372   46.3049
        39   87.5016   40.1547    1.7228   27.9428
        40   47.5484   31.1457    9.6372    6.7609
        41   25.5659   96.4698   33.6380   43.8000
        42   22.2009   61.8613    3.6949   42.1777
        43   79.4350    0.2639    3.8995   32.1029
        44    5.2714   66.4230   13.2741    0.9792
        45   13.6767   85.2216   10.7566   47.5565
        46   51.0081   24.5869   19.7439   13.9503
        47   49.3961    3.8118   43.6082    7.0086
        48    7.4151   23.7820   39.9333   10.9884
        49   48.8621   56.8674   47.8722   16.7927
        50   51.5787    1.1322   19.9878   49.1247
        51   69.9885   86.0373   17.2145   11.8284
        52   97.3857   14.9520    3.1673   43.4177
        53   26.9984   43.5639   21.9249   29.3326
        54   74.4651   22.6684   11.6238    4.8192
        55   18.5989   78.8388   44.7317    2.4916
        56    2.1788   67.1243   44.6984    1.6160
        57    9.9954    6.1907    7.8410   21.9469
        58    7.4911   98.2140    8.7763   23.5474
        59   80.0733   43.3576   37.4925   25.4453
        60   60.5440   81.8056    6.2397   40.2007
        61   70.0742   35.0977   24.8182   38.5054
        62   26.7677   72.9027   23.5563    7.7865
        63   95.0966    1.3900    4.2963    1.4518
        64   59.3526   54.9990   21.0437   40.8950
        65    4.7478   74.6810   33.5858   30.6685
        66   80.9129   72.5782   39.3482   28.3346
        67    4.2753   15.6267   21.0339   24.4238
        68   28.1685    8.7133    0.1769   34.6552
        69   72.5062   21.7868    9.6430   36.1169
        70   58.4739   84.7177   41.3227   41.4568
        71   37.9231   68.7211   38.7881    0.2994
        72   42.0224   83.8009   38.5209   45.0860
        73   99.2031   47.9435   17.4725    9.3216
        74   88.5530   25.6837   29.1764   39.8207
        75    1.5500   91.1853    5.4114    0.9562
        76   82.3891   44.1231   15.5006   28.1458
        77    5.1464   95.4218   10.7319   29.8516
        78   24.6361   44.3036   37.0978   12.2208
        79    7.0542   88.1145   25.5798    8.1638
        80    6.3673   42.0441   15.5383   33.1407
        81    2.8920   97.1230   33.4203   13.2221
        82   61.6245   11.7775   35.9601   37.0921
        83   99.6171   14.7391   34.3235   22.5762
        84   74.0634   95.2527   43.2348   10.0068
        85   15.7404   70.2957   47.0226   49.2805
        86   36.0702   47.9144   42.7403   34.8124
        87   30.3020   50.8054    9.0342   12.7626
        88   84.1782   24.9126    8.2767   37.8835
        89   66.9365   34.0799    8.6299   43.1322
        90   59.6136   33.6958   12.1655    3.7941
        91   24.3549   23.7843   44.9483   29.2777
        92   67.7961    5.1402    5.0711   49.9733
        93   89.5725    0.8799   25.0361   33.6054
        94   35.6251   60.1685   35.5844   15.3649
        95   95.2095   30.9076   19.1076    8.7709
        96   90.3781   73.8113   12.1056   29.6932
        97    7.1942   91.5654    7.8119   14.2546
        98    9.0494   63.6644   22.0672   42.4373
        99   54.1948   10.0335   17.7962   43.1342
       100   11.9581   54.6949   36.0357    3.1131
