         2
         1       390      1.00        70
         2       450      1.04       100
        51
         0    0.0000    0.0000   37.7893   25.3561
         1   62.8441   63.9729    9.8810   13.7308
         2   84.8837   14.1892   45.8753   35.2403
         3   29.4171   58.8354   45.9615   49.9882
         4   93.0680   39.2499   21.0878   48.9429
         5    1.6656   41.3044   19.0198   20.1331
         6   27.0014   97.2012   15.6850    5.3816
         7   70.4974    3.1312   41.6009    1.8569
         8   26.6646   81.9101   41.5495   16.4820
         9   78.7867   22.5417   39.3444   42.8145
        10   59.4351   97.1136   48.5312   49.3923
        11   29.2253   89.5141   34.1680   45.7406
        12   88.6480   70.1644   40.4507   27.2445
        13   39.8617   16.2932    3.8828   42.9116
        14   58.0071    8.2388   21.9292   30.6875
        15   14.9047   28.8427   42.6541   23.4311
        16   21.9255   55.2098   31.7088   44.9185
        17   23.3698   59.9393    9.2210   39.3147
        18   76.8727   32.3883   30.6255    9.4399
        19    3.1469   89.6125   12.2898   28.8504
        20   73.8073   71.3361   24.9009   40.2681
        21   33.0671    3.6318   45.0153    8.2120
        22   16.7729   71.9539   17.9165    6.8204
        23   40.5477   65.7450   42.9826   44.8014
        24   77.7354   44.0462   46.1327    8.2066
        25   37.3914   24.3718    2.6060   38.2969
        26   82.7400   15.5680   17.3193    6.1531
        27    1.3201   99.4538    9.3562   47.8831
        28   49.4658   15.7549   31.7596   34.2835
        29   45.8202   20.1658   37.7323   16.6404
        30   81.2563   66.3409   29.5929   15.9850
        31   45.8779    9.1902   47.3913    6.5693
        32   47.7038   39.0660   19.9594   35.5856
        33   12.1822   34.2591   12.3493   20.2268
        34    6.8660   62.6775   10.1117   20.0686
        35   31.3742   72.6657   32.6686   47.4516
        36   49.1927   87.6276   15.1564    1.0523
        37   14.9210   59.4487   40.5458   38.1537
        38   68.2408   41.6709   41.5906   39.2596
        39   24.1914   14.9537   25.2123   14.6465
        40   88.2555   34.5648    0.2970    6.2053
        41   64.3129   72.4730   13.5646   49.4962
        42    3.6971   95.0750   17.1614   30.3279
        43   64.3862   51.6685    5.9359   47.3666
        44   10.7892   48.4915   21.9771   27.2912
        45   86.6376   48.4803   28.9239   31.8348
        46   36.1684   67.8549    8.8006   46.6834
        47   32.0857   37.2230   29.6896    0.6554
        48   92.7131   57.0998   23.4209   29.8397
        49   35.3013    5.5755   48.6398   25.4479
        50   17.6290   49.3153   46.1093   36.0152
