         2
         1      1500      1.00        85
         2      1700      1.05       105
       351
         0    0.0000    0.0000   20.6993   74.4211
         1    8.7636   40.6802   93.7365   29.3757
         2   15.8357   31.9304   23.5391   36.3091
         3   39.8836   31.6144    2.8525   68.6665
         4    2.0343   19.8507   53.7040   88.9426
         5   10.9346   40.9743    2.4498   92.4519
         6   33.2063   40.7782   69.1425   16.1649
         7   14.6710   49.8231    1.6306   57.3036
         8    5.7540    9.5021   97.7886   60.1590
         9   42.3853   42.0910   62.8899   58.9867
        10    1.9200    3.3633   43.3737    9.8590
        11   42.1343   26.5194   63.1186    4.9925
        12   40.1836   19.1559   63.8273   39.3434
        13   27.5658   10.7926   17.2345   91.1550
        14   16.5907   17.0778   33.5954   85.6625
        15   33.6361   38.2094   38.2692   34.3036
        16   14.5559   43.3361   26.2038   80.5548
        17   28.0069    9.7465   32.7405   37.9055
        18   23.1760   35.5055   78.3951   75.5038
        19   49.4099   26.8636   55.1360   92.6504
        20   16.5937   27.2442   22.1673   24.5888
        21    6.7693    2.9041   70.3387   38.9314
        22    9.4513   31.4664   96.0424   14.5840
        23   35.3714    3.4407   97.8202   43.1741
        24   15.9721   43.5743   71.8920   56.7567
        25   18.8682   38.4188   36.4315   64.9686
        26    2.7102   18.8509   58.6501   79.8199
        27   48.4075   41.4496   93.6189   16.9558
        28   37.5069   40.6154   69.2390   88.4920
        29    2.6751   34.1024   67.8927   44.4224
        30   49.6918    8.2421   62.0379   77.1148
        31   45.1409   35.5509   58.3777   76.5573
        32   29.0703   36.6447   93.2219   12.7863
        33   47.2961   40.4213    0.2722   26.3222
        34    3.7338   21.3282   41.2994   27.4579
        35    9.1717    0.1974   50.0460   40.8900
        36   49.2329   35.6086   90.1757   83.4521
        37   10.9267    6.0314   69.2023   29.6042
        38   44.1531   39.1034   82.0722    1.8517
        39   41.7956   33.3136   80.4352   21.4117
        40   49.6314   39.0933   76.6279   68.2146
        41   15.1833   20.8522   95.0076   28.7228
        42    2.8526    8.8576   77.5115   55.0676
        43   41.1983   20.0141   35.1803   19.6515
        44   27.0648   29.5843   12.8739   25.6310
        45   40.4107   11.6798    0.5185   25.5890
        46   23.1541   34.9561   80.9661    8.2291
        47   45.1268    1.3614   51.9050   36.0632
        48   20.3151    0.0153   97.2546   55.8380
        49   46.9670   15.3390   12.0874   57.8383
        50   25.8587   28.4073    4.3582   30.2243
        51   12.0374   33.1625    6.5886   40.2064
        52   26.6956    4.6057   31.1378   75.1283
        53   47.4843    4.3748   93.8074   93.4255
        54    7.5329   40.2200   12.2656   67.9448
        55   15.7196    9.8047   58.1379   52.2558
        56   13.3260    5.9874    4.6020   64.3537
        57    5.1068   40.2825   64.9359   61.5485
        58   46.0216    3.5500   61.7082   75.3545
        59   28.3973   28.1303    1.1606   85.8391
        60   48.1333   43.6205   52.8239   41.1577
        61   32.7045   29.2770   50.5192   69.8997
        62   38.1877    9.6351   37.6361   91.3854
        63   17.3063   16.3509   76.9427    2.2022
        64   25.5799   48.4986   33.1691    6.0355
        65   18.0641    5.6012   15.2217   58.2459
        66   44.8785   42.5199   34.1223   16.6617
        67   29.7479    2.9996   92.6289   25.7033
        68   12.1178   29.1423   72.9853   12.2224
        69    0.0563   17.3736   30.3579   38.3359
        70   18.1179   47.5687   31.2573   39.0525
        71   41.6201    0.9237   98.6057   70.6347
        72   36.3697    3.8827   38.0992    9.4100
        73   20.7797   39.9749   24.1269   70.1367
        74   35.5261    8.7688   17.7476   58.0519
        75   44.4241   31.3155   74.0883   29.3727
        76   49.0365    4.4327   72.0164   11.2910
        77   28.6813   41.9733   65.0511   24.3974
        78   16.9652    9.8217    9.2172   57.9881
        79   45.7486   12.7823   70.9101   71.8561
        80   27.5314   25.7492   55.8241   36.9319
        81    7.6531   28.5895   28.6168   81.5414
        82   48.4114    4.0236   12.2121   80.0598
        83    8.2295   40.4557   65.5154    6.3918
        84    0.3404   47.1825   38.7974   75.9734
        85    7.1061   37.7001   97.1191   16.8869
        86   38.0543   17.9355   83.9075   43.2009
        87    1.9871   30.1402   69.1557   51.7902
        88   16.1098   49.9157   89.7085   27.6600
        89   48.0203   13.3806   42.7093   22.1954
        90   29.6222   13.8418   37.5193   63.7742
        91   45.5396    2.4996   46.2882   70.8267
        92   32.4598    5.6933   18.8389   63.6963
        93   29.9712   31.9873   43.6450   13.5480
        94   47.9342   35.9985   43.4172   24.0916
        95   10.1926   32.2846   91.1784   15.0330
        96   49.5250   11.8386   20.6949   64.9330
        97   14.1331    5.7779   83.7446   75.5503
        98    1.6788   15.6693   75.9425   39.7640
        99   12.9059   37.5972   12.7054   30.8156
       100   13.2210   47.5598   87.4262   81.8794
       101    7.2590   39.0720   85.0435   91.8653
       102   18.4192    9.9527   55.9277   75.8786
       103   22.6366   34.1957   77.3699   76.9030
       104   13.2383   26.5458   42.9477   69.0453
       105   21.6369   11.9494   23.6546   12.0742
       106   36.8249   49.3962   38.9198   62.0041
       107    5.1587   29.8382   60.5063    3.1202
       108    0.7618   20.8506   47.7641   43.1106
       109   36.0227   16.4890   78.8310    4.8656
       110   31.1299   19.4007   99.1071   56.0245
       111   31.3593   33.6652   55.6968   40.4924
       112    0.9179   31.0673   24.4981   14.9226
       113   32.5497   20.5454   65.2325   47.5527
       114   42.8181    0.4138   58.9481    6.8009
       115   24.0112    5.6215   92.3898   52.6758
       116   44.9475   27.7904   54.1212   45.3223
       117   34.6145   34.0652   98.3949    1.9186
       118   44.5340   41.9117   14.5048   65.6611
       119   18.0226   20.9163   11.7204   98.7174
       120   47.1054   39.3677   92.8884   74.7979
       121   20.7401    2.9426   43.4025   26.3898
       122   11.2214   45.1711    6.4780   96.7181
       123    9.1627   24.5240   50.5346   57.1424
       124    1.2872   10.9414   59.9748   76.9671
       125   39.4145    5.4133   96.7633   74.5376
       126   23.4876   29.8287   86.9462   36.0156
       127   16.2641    0.7222   83.6163   61.3697
       128   22.3814    9.7774   45.8168   85.8872
       129   49.9066   25.9883   51.4887   29.9081
       130   28.1943    9.2316   31.8080   49.5027
       131   31.9021   32.6702   74.1181   96.4558
       132    7.3496    1.8850   91.1550   47.1933
       133   14.0588   31.9262   95.3743   27.1801
       134   31.2760   49.5749   48.9269   39.8361
       135   36.5501   27.0255   82.1939    7.1666
       136   41.0317   24.9242   86.7814   43.0651
       137   14.0554   27.2447   92.4856    9.6505
       138   47.7834   37.8300   31.9795   52.0107
       139    1.2118   28.6005   81.8363   67.3776
